event_id,target,prediction,correct,spectrum
131555,Infant Cry,Twitter,false,original_0-48k
162983,Infant Cry,Twitter,false,original_0-48k
193131,Infant Cry,Infant Cry,true,original_0-48k
201275,Infant Cry,Infant Cry,true,original_0-48k
213327,Infant Cry,Infant Cry,true,original_0-48k
221925,Infant Cry,Twitter,false,original_0-48k
223069,Infant Cry,Infant Cry,true,original_0-48k
223077,Infant Cry,Infant Cry,true,original_0-48k
223247,Infant Cry,Tsik,false,original_0-48k
223262,Infant Cry,Infant Cry,true,original_0-48k
223312,Infant Cry,Infant Cry,true,original_0-48k
223332,Infant Cry,Infant Cry,true,original_0-48k
223352,Infant Cry,Infant Cry,true,original_0-48k
223375,Infant Cry,Twitter,false,original_0-48k
223383,Infant Cry,Infant Cry,true,original_0-48k
223396,Infant Cry,Infant Cry,true,original_0-48k
223400,Infant Cry,Infant Cry,true,original_0-48k
223402,Infant Cry,Infant Cry,true,original_0-48k
234304,Infant Cry,Infant Cry,true,original_0-48k
237804,Infant Cry,Infant Cry,true,original_0-48k
238029,Infant Cry,Infant Cry,true,original_0-48k
238142,Infant Cry,Infant Cry,true,original_0-48k
238306,Infant Cry,Twitter,false,original_0-48k
299793,Infant Cry,Infant Cry,true,original_0-48k
315549,Infant Cry,Twitter,false,original_0-48k
329778,Infant Cry,Infant Cry,true,original_0-48k
342684,Infant Cry,Infant Cry,true,original_0-48k
350340,Infant Cry,Infant Cry,true,original_0-48k
352081,Infant Cry,Twitter,false,original_0-48k
354197,Infant Cry,Infant Cry,true,original_0-48k
357670,Infant Cry,Infant Cry,true,original_0-48k
372773,Infant Cry,Twitter,false,original_0-48k
401218,Infant Cry,Infant Cry,true,original_0-48k
405841,Infant Cry,Infant Cry,true,original_0-48k
501612,Infant Cry,Twitter,false,original_0-48k
508745,Infant Cry,Infant Cry,true,original_0-48k
508764,Infant Cry,Tsik,false,original_0-48k
508780,Infant Cry,Infant Cry,true,original_0-48k
508801,Infant Cry,Twitter,false,original_0-48k
509083,Infant Cry,Infant Cry,true,original_0-48k
509091,Infant Cry,Twitter,false,original_0-48k
509092,Infant Cry,Trill,false,original_0-48k
509100,Infant Cry,Twitter,false,original_0-48k
518850,Infant Cry,Infant Cry,true,original_0-48k
524694,Infant Cry,Infant Cry,true,original_0-48k
524878,Infant Cry,Infant Cry,true,original_0-48k
526040,Infant Cry,Twitter,false,original_0-48k
526541,Infant Cry,Twitter,false,original_0-48k
526671,Infant Cry,Twitter,false,original_0-48k
526711,Infant Cry,Twitter,false,original_0-48k
540984,Infant Cry,Tsik,false,original_0-48k
558438,Infant Cry,Twitter,false,original_0-48k
558594,Infant Cry,Infant Cry,true,original_0-48k
558633,Infant Cry,Twitter,false,original_0-48k
558689,Infant Cry,Infant Cry,true,original_0-48k
562625,Infant Cry,Twitter,false,original_0-48k
565266,Infant Cry,Infant Cry,true,original_0-48k
57995,Infant Cry,Infant Cry,true,original_0-48k
583214,Infant Cry,Twitter,false,original_0-48k
596191,Infant Cry,Infant Cry,true,original_0-48k
604234,Infant Cry,Infant Cry,true,original_0-48k
609454,Infant Cry,Twitter,false,original_0-48k
612455,Infant Cry,Infant Cry,true,original_0-48k
612456,Infant Cry,Infant Cry,true,original_0-48k
612715,Infant Cry,Infant Cry,true,original_0-48k
618440,Infant Cry,Infant Cry,true,original_0-48k
623676,Infant Cry,Infant Cry,true,original_0-48k
623691,Infant Cry,Infant Cry,true,original_0-48k
628729,Infant Cry,Twitter,false,original_0-48k
631861,Infant Cry,Infant Cry,true,original_0-48k
651191,Infant Cry,Infant Cry,true,original_0-48k
657848,Infant Cry,Infant Cry,true,original_0-48k
659272,Infant Cry,Twitter,false,original_0-48k
6633,Infant Cry,Infant Cry,true,original_0-48k
664504,Infant Cry,Infant Cry,true,original_0-48k
666082,Infant Cry,Infant Cry,true,original_0-48k
667865,Infant Cry,Infant Cry,true,original_0-48k
667905,Infant Cry,Infant Cry,true,original_0-48k
669950,Infant Cry,Infant Cry,true,original_0-48k
669953,Infant Cry,Infant Cry,true,original_0-48k
670039,Infant Cry,Infant Cry,true,original_0-48k
691528,Infant Cry,Infant Cry,true,original_0-48k
693164,Infant Cry,Twitter,false,original_0-48k
695093,Infant Cry,Infant Cry,true,original_0-48k
696291,Infant Cry,Infant Cry,true,original_0-48k
725567,Infant Cry,Infant Cry,true,original_0-48k
729021,Infant Cry,Twitter,false,original_0-48k
731937,Infant Cry,Twitter,false,original_0-48k
742006,Infant Cry,Infant Cry,true,original_0-48k
763863,Infant Cry,Twitter,false,original_0-48k
765458,Infant Cry,Infant Cry,true,original_0-48k
765518,Infant Cry,Tsik,false,original_0-48k
786486,Infant Cry,Infant Cry,true,original_0-48k
799579,Infant Cry,Infant Cry,true,original_0-48k
817109,Infant Cry,Tsik,false,original_0-48k
817681,Infant Cry,Infant Cry,true,original_0-48k
866025,Infant Cry,Infant Cry,true,original_0-48k
867327,Infant Cry,Twitter,false,original_0-48k
868095,Infant Cry,Twitter,false,original_0-48k
9024,Infant Cry,Infant Cry,true,original_0-48k
101138,Phee,Phee,true,original_0-48k
108998,Phee,Phee,true,original_0-48k
161381,Phee,Phee,true,original_0-48k
202978,Phee,Phee,true,original_0-48k
209319,Phee,Phee,true,original_0-48k
211839,Phee,Phee,true,original_0-48k
221515,Phee,Phee,true,original_0-48k
223107,Phee,Phee,true,original_0-48k
223154,Phee,Phee,true,original_0-48k
223196,Phee,Phee,true,original_0-48k
223198,Phee,Phee,true,original_0-48k
223206,Phee,Phee,true,original_0-48k
223208,Phee,Phee,true,original_0-48k
24031,Phee,Phee,true,original_0-48k
242790,Phee,Phee,true,original_0-48k
26795,Phee,Phee,true,original_0-48k
268974,Phee,Phee,true,original_0-48k
285967,Phee,Phee,true,original_0-48k
317391,Phee,Phee,true,original_0-48k
34756,Phee,Phee,true,original_0-48k
36485,Phee,Phee,true,original_0-48k
377896,Phee,Phee,true,original_0-48k
389438,Phee,Phee,true,original_0-48k
395548,Phee,Phee,true,original_0-48k
408631,Phee,Phee,true,original_0-48k
508670,Phee,Phee,true,original_0-48k
508675,Phee,Phee,true,original_0-48k
508696,Phee,Phee,true,original_0-48k
508707,Phee,Phee,true,original_0-48k
508717,Phee,Phee,true,original_0-48k
508775,Phee,Phee,true,original_0-48k
508835,Phee,Phee,true,original_0-48k
508966,Phee,Phee,true,original_0-48k
509009,Phee,Phee,true,original_0-48k
509015,Phee,Phee,true,original_0-48k
509036,Phee,Phee,true,original_0-48k
509047,Phee,Phee,true,original_0-48k
509050,Phee,Phee,true,original_0-48k
511620,Phee,Phee,true,original_0-48k
518079,Phee,Phee,true,original_0-48k
521545,Phee,Phee,true,original_0-48k
525796,Phee,Phee,true,original_0-48k
525942,Phee,Phee,true,original_0-48k
527150,Phee,Phee,true,original_0-48k
527518,Phee,Phee,true,original_0-48k
527789,Phee,Phee,true,original_0-48k
528688,Phee,Phee,true,original_0-48k
536094,Phee,Phee,true,original_0-48k
539354,Phee,Phee,true,original_0-48k
54180,Phee,Phee,true,original_0-48k
547992,Phee,Phee,true,original_0-48k
551590,Phee,Phee,true,original_0-48k
557502,Phee,Phee,true,original_0-48k
558541,Phee,Phee,true,original_0-48k
575225,Phee,Phee,true,original_0-48k
580352,Phee,Phee,true,original_0-48k
582600,Phee,Phee,true,original_0-48k
582669,Phee,Phee,true,original_0-48k
583172,Phee,Phee,true,original_0-48k
583673,Phee,Phee,true,original_0-48k
583769,Phee,Phee,true,original_0-48k
584012,Phee,Phee,true,original_0-48k
590590,Phee,Phee,true,original_0-48k
61472,Phee,Phee,true,original_0-48k
630989,Phee,Phee,true,original_0-48k
631145,Phee,Phee,true,original_0-48k
631485,Phee,Phee,true,original_0-48k
632300,Phee,Phee,true,original_0-48k
632863,Phee,Phee,true,original_0-48k
633531,Phee,Phee,true,original_0-48k
638580,Phee,Phee,true,original_0-48k
639491,Phee,Phee,true,original_0-48k
647588,Phee,Phee,true,original_0-48k
657440,Phee,Phee,true,original_0-48k
658275,Phee,Phee,true,original_0-48k
663233,Phee,Phee,true,original_0-48k
669577,Phee,Phee,true,original_0-48k
704199,Phee,Phee,true,original_0-48k
706021,Phee,Phee,true,original_0-48k
708365,Phee,Phee,true,original_0-48k
734091,Phee,Phee,true,original_0-48k
745366,Phee,Phee,true,original_0-48k
758751,Phee,Phee,true,original_0-48k
773651,Phee,Phee,true,original_0-48k
778988,Phee,Phee,true,original_0-48k
788000,Phee,Phee,true,original_0-48k
794666,Phee,Phee,true,original_0-48k
81234,Phee,Phee,true,original_0-48k
822050,Phee,Phee,true,original_0-48k
822265,Phee,Phee,true,original_0-48k
824405,Phee,Phee,true,original_0-48k
840586,Phee,Phee,true,original_0-48k
851005,Phee,Phee,true,original_0-48k
851788,Phee,Phee,true,original_0-48k
852264,Phee,Phee,true,original_0-48k
857896,Phee,Phee,true,original_0-48k
857970,Phee,Phee,true,original_0-48k
860537,Phee,Phee,true,original_0-48k
862343,Phee,Phee,true,original_0-48k
862520,Phee,Phee,true,original_0-48k
121321,Seep,Twitter,false,original_0-48k
135177,Seep,Seep,true,original_0-48k
173793,Seep,Seep,true,original_0-48k
211832,Seep,Seep,true,original_0-48k
211974,Seep,Seep,true,original_0-48k
212002,Seep,Seep,true,original_0-48k
212103,Seep,Seep,true,original_0-48k
212106,Seep,Seep,true,original_0-48k
212109,Seep,Seep,true,original_0-48k
212110,Seep,Seep,true,original_0-48k
212113,Seep,Seep,true,original_0-48k
212116,Seep,Seep,true,original_0-48k
212120,Seep,Seep,true,original_0-48k
212126,Seep,Seep,true,original_0-48k
212127,Seep,Seep,true,original_0-48k
212130,Seep,Seep,true,original_0-48k
223298,Seep,Seep,true,original_0-48k
228489,Seep,Seep,true,original_0-48k
235891,Seep,Seep,true,original_0-48k
237025,Seep,Seep,true,original_0-48k
242947,Seep,Seep,true,original_0-48k
277849,Seep,Seep,true,original_0-48k
285498,Seep,Tsik,false,original_0-48k
294079,Seep,Seep,true,original_0-48k
297892,Seep,Seep,true,original_0-48k
303572,Seep,Seep,true,original_0-48k
31828,Seep,Seep,true,original_0-48k
411252,Seep,Seep,true,original_0-48k
414997,Seep,Seep,true,original_0-48k
422474,Seep,Seep,true,original_0-48k
422515,Seep,Seep,true,original_0-48k
46505,Seep,Seep,true,original_0-48k
495081,Seep,Twitter,false,original_0-48k
508896,Seep,Seep,true,original_0-48k
509055,Seep,Seep,true,original_0-48k
509060,Seep,Seep,true,original_0-48k
509065,Seep,Seep,true,original_0-48k
523406,Seep,Seep,true,original_0-48k
527437,Seep,Seep,true,original_0-48k
533988,Seep,Seep,true,original_0-48k
539296,Seep,Seep,true,original_0-48k
541326,Seep,Seep,true,original_0-48k
556028,Seep,Seep,true,original_0-48k
571992,Seep,Seep,true,original_0-48k
582662,Seep,Seep,true,original_0-48k
583884,Seep,Seep,true,original_0-48k
584362,Seep,Seep,true,original_0-48k
586064,Seep,Seep,true,original_0-48k
617822,Seep,Seep,true,original_0-48k
619623,Seep,Seep,true,original_0-48k
622417,Seep,Seep,true,original_0-48k
623382,Seep,Seep,true,original_0-48k
623621,Seep,Seep,true,original_0-48k
