event_id,recording_id,target,condition,support_k,method,eta,rank,feature_layer,raw_prediction,prediction,correct
31471,2022_1_3,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,true
31471,2022_1_3,Tsik,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,true
31828,2022_1_3,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
31828,2022_1_3,Seep,lp_0-1000,20,conditional,300.0,4,0,Seep,Seep,true
342684,2022_3_11,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
342684,2022_3_11,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Seep,Seep,false
343808,2022_3_11,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
343808,2022_3_11,Trill,lp_0-1000,20,conditional,300.0,4,0,Seep,Seep,false
34756,2022_1_3,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
34756,2022_1_3,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
36485,2022_1_3,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
36485,2022_1_3,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
36522,2022_1_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
36522,2022_1_3,Twitter,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,false
470849,2022_4_6,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
470849,2022_4_6,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
480809,2022_4_6,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,true
480809,2022_4_6,Tsik,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,true
540984,2020_5_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
540984,2020_5_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
5555,2022_1_0,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
5555,2022_1_0,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
592333,2023_2_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
592333,2023_2_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
592365,2023_2_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
592365,2023_2_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
592485,2023_2_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
592485,2023_2_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
595018,2020_10_2,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
595018,2020_10_2,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
596191,2023_2_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
596191,2023_2_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
598116,2020_10_2,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
598116,2020_10_2,Twitter,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,false
598781,2020_10_2,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
598781,2020_10_2,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
601927,2020_12_1,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
