event_id,recording_id,target,condition,support_k,method,eta,rank,feature_layer,raw_prediction,prediction,correct
143307,2022_2_8,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
143307,2022_2_8,Tsik,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
152770,2022_2_8,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
152770,2022_2_8,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
211769,2019_12_0,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
211769,2019_12_0,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
211832,2019_12_0,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
211832,2019_12_0,Seep,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
211839,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Seep,Seep,false
211839,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
213327,2019_12_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
213327,2019_12_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
221515,2022_3_5,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
221515,2022_3_5,Phee,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
221925,2022_3_5,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
221925,2022_3_5,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223069,2019_12_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
223069,2019_12_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223077,2019_12_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
223077,2019_12_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223107,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223107,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
223123,2019_12_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
223123,2019_12_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223144,2019_12_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
223144,2019_12_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
223149,2019_12_0,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
223149,2019_12_0,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223154,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223154,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
223184,2019_12_0,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
223184,2019_12_0,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223196,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223196,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
223198,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223198,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
223206,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223206,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
223208,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
