event_id,recording_id,target,condition,support_k,method,eta,rank,feature_layer,raw_prediction,prediction,correct
135177,2022_2_7,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
135177,2022_2_7,Seep,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
137886,2022_2_7,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,true
137886,2022_2_7,Twitter,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,true
508923,2022_12_3,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,true
508923,2022_12_3,Tsik,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,true
508964,2022_12_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
508964,2022_12_3,Twitter,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,true
508966,2022_12_3,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
508966,2022_12_3,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508992,2022_12_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508992,2022_12_3,Twitter,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,true
508993,2022_12_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508993,2022_12_3,Twitter,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,true
509005,2022_12_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
509005,2022_12_3,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
509006,2022_12_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
509006,2022_12_3,Twitter,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,true
509008,2022_12_3,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
