event_id,target,target_output,support_k_per_class,support_k_total,method,readout,raw_prediction,candidate_scores_json,prediction,correct
31471,Tsik,Tsik,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-12.049903869628906,""mean_token_logprob"":-4.016634623209636,""token_logprobs"":[-10.499881744384766,-2.50339189733495e-06,-1.5500195026397705]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.592166423797607,""mean_token_logprob"":-3.2960832118988037,""token_logprobs"":[-6.592064380645752,-0.00010227633902104571]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-5.092072486877441,""mean_token_logprob"":-2.5460362434387207,""token_logprobs"":[-5.092064380645752,-7.986990567587782e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.494801044464111,""mean_token_logprob"":-2.2474005222320557,""token_logprobs"":[-4.467064380645752,-0.027736686170101166]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.155542850494385,""mean_token_logprob"":-2.5777714252471924,""token_logprobs"":[-5.154564380645752,-0.0009784678695723414]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.029829910025000572,""mean_token_logprob"":-0.029829910025000572,""token_logprobs"":[-0.029829910025000572]}]",Twitter,false
31828,Seep,Seep,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.742538452148438,""mean_token_logprob"":-2.914179484049479,""token_logprobs"":[-7.459618091583252,-8.344646857949556e-07,-1.2829190492630005]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-4.763001441955566,""mean_token_logprob"":-2.381500720977783,""token_logprobs"":[-4.762803554534912,-0.00019774865359067917]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.075307369232178,""mean_token_logprob"":-2.037653684616089,""token_logprobs"":[-4.075303554534912,-3.814689989667386e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-2.8447458744049072,""mean_token_logprob"":-1.4223729372024536,""token_logprobs"":[-2.825303554534912,-0.019442344084382057]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.5134055614471436,""mean_token_logprob"":-1.7567027807235718,""token_logprobs"":[-3.512803554534912,-0.0006019449210725725]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.14862631261348724,""mean_token_logprob"":-0.14862631261348724,""token_logprobs"":[-0.14862631261348724]}]",Twitter,false
34756,Phee,Phee,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.903010368347168,""mean_token_logprob"":-3.3010034561157227,""token_logprobs"":[-9.393298149108887,-9.536738616588991e-07,-0.509710967540741]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.7060747146606445,""mean_token_logprob"":-2.8530373573303223,""token_logprobs"":[-5.705941677093506,-0.00013326710904948413]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.330953121185303,""mean_token_logprob"":-2.1654765605926514,""token_logprobs"":[-4.330941677093506,-1.156323378381785e-05]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.156806230545044,""mean_token_logprob"":-1.578403115272522,""token_logprobs"":[-3.1434414386749268,-0.013364847749471664]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.518915176391602,""mean_token_logprob"":-2.259457588195801,""token_logprobs"":[-4.518441677093506,-0.00047362555051222444]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.08574946224689484,""mean_token_logprob"":-0.08574946224689484,""token_logprobs"":[-0.08574946224689484]}]",Twitter,false
36485,Phee,Phee,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-10.730186462402344,""mean_token_logprob"":-3.5767288208007812,""token_logprobs"":[-9.178074836730957,-7.152555099310121e-07,-1.5521103143692017]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.520390033721924,""mean_token_logprob"":-2.760195016860962,""token_logprobs"":[-5.52027702331543,-0.00011300401820335537]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.39528226852417,""mean_token_logprob"":-2.197641134262085,""token_logprobs"":[-4.39527702331543,-5.245195097813848e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.1627883911132812,""mean_token_logprob"":-1.5813941955566406,""token_logprobs"":[-3.1452767848968506,-0.017511636018753052]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.396047115325928,""mean_token_logprob"":-2.198023557662964,""token_logprobs"":[-4.39527702331543,-0.0007702721050009131]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.07897865027189255,""mean_token_logprob"":-0.07897865027189255,""token_logprobs"":[-0.07897865027189255]}]",Twitter,false
36522,Twitter,Twitter,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-11.875497817993164,""mean_token_logprob"":-3.958499272664388,""token_logprobs"":[-10.28294563293457,-1.5497195136049413e-06,-1.5925499200820923]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.190845012664795,""mean_token_logprob"":-3.0954225063323975,""token_logprobs"":[-6.190739154815674,-0.00010597144137136638]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.065743446350098,""mean_token_logprob"":-2.032871723175049,""token_logprobs"":[-4.065739154815674,-4.172316494077677e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.5384106636047363,""mean_token_logprob"":-1.7692053318023682,""token_logprobs"":[-3.503239154815674,-0.035171523690223694]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.754940986633301,""mean_token_logprob"":-2.3774704933166504,""token_logprobs"":[-4.753239154815674,-0.0017018134240061045]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.06581170111894608,""mean_token_logprob"":-0.06581170111894608,""token_logprobs"":[-0.06581170111894608]}]",Twitter,true
405841,Infant Cry,Infant Cry,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-10.830198287963867,""mean_token_logprob"":-3.6100660959879556,""token_logprobs"":[-9.602188110351562,-1.4305104514278355e-06,-1.2280089855194092]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.8160600662231445,""mean_token_logprob"":-2.9080300331115723,""token_logprobs"":[-5.815890312194824,-0.0001699779968475923]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.5659098625183105,""mean_token_logprob"":-2.2829549312591553,""token_logprobs"":[-4.565890312194824,-1.9550132492440753e-05]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.399360418319702,""mean_token_logprob"":-1.699680209159851,""token_logprobs"":[-3.3783905506134033,-0.020969944074749947]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.631016731262207,""mean_token_logprob"":-2.3155083656311035,""token_logprobs"":[-4.628390312194824,-0.0026261862367391586]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.06834408640861511,""mean_token_logprob"":-0.06834408640861511,""token_logprobs"":[-0.06834408640861511]}]",Twitter,false
408631,Phee,Phee,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.036856651306152,""mean_token_logprob"":-3.0122855504353843,""token_logprobs"":[-8.382814407348633,-5.960462772236497e-07,-0.6540408730506897]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.011617660522461,""mean_token_logprob"":-2.5058088302612305,""token_logprobs"":[-5.011484622955322,-0.00013290952483657748]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.073991775512695,""mean_token_logprob"":-2.0369958877563477,""token_logprobs"":[-4.073984622955322,-7.152531907195225e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-2.715878486633301,""mean_token_logprob"":-1.3579392433166504,""token_logprobs"":[-2.6989846229553223,-0.016893882304430008]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.6995158195495605,""mean_token_logprob"":-1.8497579097747803,""token_logprobs"":[-3.6989846229553223,-0.0005312938592396677]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.11664486676454544,""mean_token_logprob"":-0.11664486676454544,""token_logprobs"":[-0.11664486676454544]}]",Twitter,false
50919,Tsik,Tsik,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-11.684070587158203,""mean_token_logprob"":-3.894690195719401,""token_logprobs"":[-9.629616737365723,-7.152555099310121e-07,-2.054452657699585]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.188058376312256,""mean_token_logprob"":-3.094029188156128,""token_logprobs"":[-6.187819004058838,-0.00023922442051116377]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.5628252029418945,""mean_token_logprob"":-2.2814126014709473,""token_logprobs"":[-4.562819004058838,-6.437280717364047e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.464467763900757,""mean_token_logprob"":-1.7322338819503784,""token_logprobs"":[-3.437818765640259,-0.02664896287024021]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.627898216247559,""mean_token_logprob"":-2.3139491081237793,""token_logprobs"":[-4.625319004058838,-0.0025789830833673477]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.0659746453166008,""mean_token_logprob"":-0.0659746453166008,""token_logprobs"":[-0.0659746453166008]}]",Twitter,false
51436,Trill,Trill,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-11.732797622680664,""mean_token_logprob"":-3.9109325408935547,""token_logprobs"":[-10.515857696533203,-1.7881377516459906e-06,-1.21693754196167]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-7.228983402252197,""mean_token_logprob"":-3.6144917011260986,""token_logprobs"":[-7.228780746459961,-0.00020251607929822057]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-5.041287899017334,""mean_token_logprob"":-2.520643949508667,""token_logprobs"":[-5.041280746459961,-7.271740287251305e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.805746555328369,""mean_token_logprob"":-1.9028732776641846,""token_logprobs"":[-3.791280746459961,-0.014465698041021824]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.10507345199585,""mean_token_logprob"":-2.552536725997925,""token_logprobs"":[-5.103780746459961,-0.00129270413890481]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.03911590576171875,""mean_token_logprob"":-0.03911590576171875,""token_logprobs"":[-0.03911590576171875]}]",Twitter,false
517703,Trill,Trill,4,24,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-10.534867286682129,""mean_token_logprob"":-3.511622428894043,""token_logprobs"":[-9.276317596435547,-1.0728830375228426e-06,-1.2585489749908447]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.733644485473633,""mean_token_logprob"":-3.3668222427368164,""token_logprobs"":[-6.733482837677002,-0.00016175392374861985]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.920993804931641,""mean_token_logprob"":-2.4604969024658203,""token_logprobs"":[-4.920982837677002,-1.0847986231965479e-05]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-3.751697063446045,""mean_token_logprob"":-1.8758485317230225,""token_logprobs"":[-3.733482837677002,-0.018214227631688118]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.985051155090332,""mean_token_logprob"":-2.492525577545166,""token_logprobs"":[-4.983482837677002,-0.0015683980891481042]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.04946688562631607,""mean_token_logprob"":-0.04946688562631607,""token_logprobs"":[-0.04946688562631607]}]",Twitter,false
