event_id,recording_id,target,condition,support_k,method,eta,rank,feature_layer,raw_prediction,prediction,correct
173793,2022_3_2,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
173793,2022_3_2,Seep,lp_0-1000,20,conditional,300.0,4,0,Seep,Seep,true
174653,2022_3_2,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
174653,2022_3_2,Twitter,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,false
221515,2022_3_5,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
221515,2022_3_5,Phee,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
221925,2022_3_5,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
221925,2022_3_5,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
238142,2022_3_5,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
238142,2022_3_5,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
242790,2022_3_5,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
242790,2022_3_5,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
242947,2022_3_5,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
242947,2022_3_5,Seep,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
508634,2023_4_1,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508634,2023_4_1,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
508636,2023_4_1,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508636,2023_4_1,Twitter,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,false
508670,2023_4_1,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
508670,2023_4_1,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508675,2023_4_1,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
508675,2023_4_1,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508695,2023_4_1,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508695,2023_4_1,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
508696,2023_4_1,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
508696,2023_4_1,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508707,2023_4_1,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
508707,2023_4_1,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508717,2023_4_1,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508717,2023_4_1,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508745,2023_4_1,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
508745,2023_4_1,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
508749,2023_4_1,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508749,2023_4_1,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
508764,2023_4_1,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
508764,2023_4_1,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
508775,2023_4_1,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,true
508775,2023_4_1,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
508777,2023_4_1,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
508777,2023_4_1,Twitter,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,false
