event_id,target,target_output,support_k_per_class,support_k_total,method,readout,raw_prediction,candidate_scores_json,prediction,correct
31471,Tsik,F,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.0337845087051392,""mean_token_logprob"":-1.0337845087051392,""token_logprobs"":[-1.0337845087051392]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-2.6587843894958496,""mean_token_logprob"":-2.6587843894958496,""token_logprobs"":[-2.6587843894958496]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.0962843894958496,""mean_token_logprob"":-3.0962843894958496,""token_logprobs"":[-3.0962843894958496]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.5962845087051392,""mean_token_logprob"":-1.5962845087051392,""token_logprobs"":[-1.5962845087051392]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-4.28378438949585,""mean_token_logprob"":-4.28378438949585,""token_logprobs"":[-4.28378438949585]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.3462845087051392,""mean_token_logprob"":-1.3462845087051392,""token_logprobs"":[-1.3462845087051392]}]",B,false
31828,Seep,D,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.1467007398605347,""mean_token_logprob"":-1.1467007398605347,""token_logprobs"":[-1.1467007398605347]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.209200859069824,""mean_token_logprob"":-3.209200859069824,""token_logprobs"":[-3.209200859069824]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.146700859069824,""mean_token_logprob"":-3.146700859069824,""token_logprobs"":[-3.146700859069824]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.5217007398605347,""mean_token_logprob"":-1.5217007398605347,""token_logprobs"":[-1.5217007398605347]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-2.021700859069824,""mean_token_logprob"":-2.021700859069824,""token_logprobs"":[-2.021700859069824]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.6467007398605347,""mean_token_logprob"":-1.6467007398605347,""token_logprobs"":[-1.6467007398605347]}]",B,false
34756,Phee,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.1632969379425049,""mean_token_logprob"":-1.1632969379425049,""token_logprobs"":[-1.1632969379425049]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.350796937942505,""mean_token_logprob"":-3.350796937942505,""token_logprobs"":[-3.350796937942505]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.288296937942505,""mean_token_logprob"":-3.288296937942505,""token_logprobs"":[-3.288296937942505]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.7257969379425049,""mean_token_logprob"":-1.7257969379425049,""token_logprobs"":[-1.7257969379425049]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.7257969379425049,""mean_token_logprob"":-1.7257969379425049,""token_logprobs"":[-1.7257969379425049]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.6007969379425049,""mean_token_logprob"":-1.6007969379425049,""token_logprobs"":[-1.6007969379425049]}]",B,false
36485,Phee,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.1349245309829712,""mean_token_logprob"":-1.1349245309829712,""token_logprobs"":[-1.1349245309829712]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-2.9474244117736816,""mean_token_logprob"":-2.9474244117736816,""token_logprobs"":[-2.9474244117736816]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-2.6349244117736816,""mean_token_logprob"":-2.6349244117736816,""token_logprobs"":[-2.6349244117736816]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.3849245309829712,""mean_token_logprob"":-1.3849245309829712,""token_logprobs"":[-1.3849245309829712]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-3.8224244117736816,""mean_token_logprob"":-3.8224244117736816,""token_logprobs"":[-3.8224244117736816]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5724245309829712,""mean_token_logprob"":-1.5724245309829712,""token_logprobs"":[-1.5724245309829712]}]",B,false
36522,Twitter,A,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-0.9272382855415344,""mean_token_logprob"":-0.9272382855415344,""token_logprobs"":[-0.9272382855415344]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.1147382259368896,""mean_token_logprob"":-3.1147382259368896,""token_logprobs"":[-3.1147382259368896]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.2397382259368896,""mean_token_logprob"":-3.2397382259368896,""token_logprobs"":[-3.2397382259368896]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.5522382259368896,""mean_token_logprob"":-1.5522382259368896,""token_logprobs"":[-1.5522382259368896]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-3.6772382259368896,""mean_token_logprob"":-3.6772382259368896,""token_logprobs"":[-3.6772382259368896]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.3647382259368896,""mean_token_logprob"":-1.3647382259368896,""token_logprobs"":[-1.3647382259368896]}]",B,false
405841,Infant Cry,B,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.2150392532348633,""mean_token_logprob"":-1.2150392532348633,""token_logprobs"":[-1.2150392532348633]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-3.2775392532348633,""mean_token_logprob"":-3.2775392532348633,""token_logprobs"":[-3.2775392532348633]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.5275392532348633,""mean_token_logprob"":-3.5275392532348633,""token_logprobs"":[-3.5275392532348633]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.4650392532348633,""mean_token_logprob"":-1.4650392532348633,""token_logprobs"":[-1.4650392532348633]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.9025392532348633,""mean_token_logprob"":-1.9025392532348633,""token_logprobs"":[-1.9025392532348633]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.6525392532348633,""mean_token_logprob"":-1.6525392532348633,""token_logprobs"":[-1.6525392532348633]}]",B,true
408631,Phee,C,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.2763612270355225,""mean_token_logprob"":-1.2763612270355225,""token_logprobs"":[-1.2763612270355225]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-2.9013612270355225,""mean_token_logprob"":-2.9013612270355225,""token_logprobs"":[-2.9013612270355225]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-2.7138612270355225,""mean_token_logprob"":-2.7138612270355225,""token_logprobs"":[-2.7138612270355225]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.5263612270355225,""mean_token_logprob"":-1.5263612270355225,""token_logprobs"":[-1.5263612270355225]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-2.2763612270355225,""mean_token_logprob"":-2.2763612270355225,""token_logprobs"":[-2.2763612270355225]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5263612270355225,""mean_token_logprob"":-1.5263612270355225,""token_logprobs"":[-1.5263612270355225]}]",B,false
50919,Tsik,F,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.0133535861968994,""mean_token_logprob"":-1.0133535861968994,""token_logprobs"":[-1.0133535861968994]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-2.9508535861968994,""mean_token_logprob"":-2.9508535861968994,""token_logprobs"":[-2.9508535861968994]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.4508535861968994,""mean_token_logprob"":-3.4508535861968994,""token_logprobs"":[-3.4508535861968994]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.3883535861968994,""mean_token_logprob"":-1.3883535861968994,""token_logprobs"":[-1.3883535861968994]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-3.2008535861968994,""mean_token_logprob"":-3.2008535861968994,""token_logprobs"":[-3.2008535861968994]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5133535861968994,""mean_token_logprob"":-1.5133535861968994,""token_logprobs"":[-1.5133535861968994]}]",B,false
51436,Trill,E,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.2194554805755615,""mean_token_logprob"":-1.2194554805755615,""token_logprobs"":[-1.2194554805755615]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-2.8444554805755615,""mean_token_logprob"":-2.8444554805755615,""token_logprobs"":[-2.8444554805755615]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-2.7819554805755615,""mean_token_logprob"":-2.7819554805755615,""token_logprobs"":[-2.7819554805755615]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.7819554805755615,""mean_token_logprob"":-1.7819554805755615,""token_logprobs"":[-1.7819554805755615]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.7194554805755615,""mean_token_logprob"":-1.7194554805755615,""token_logprobs"":[-1.7194554805755615]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.5944554805755615,""mean_token_logprob"":-1.5944554805755615,""token_logprobs"":[-1.5944554805755615]}]",B,false
517703,Trill,E,0,0,audio_icl_candidate,candidate,,"[{""candidate"":""B"",""token_ids"":[33],""token_count"":1,""sequence_logprob"":-1.3063944578170776,""mean_token_logprob"":-1.3063944578170776,""token_logprobs"":[-1.3063944578170776]},{""candidate"":""C"",""token_ids"":[34],""token_count"":1,""sequence_logprob"":-2.806394577026367,""mean_token_logprob"":-2.806394577026367,""token_logprobs"":[-2.806394577026367]},{""candidate"":""D"",""token_ids"":[35],""token_count"":1,""sequence_logprob"":-3.243894577026367,""mean_token_logprob"":-3.243894577026367,""token_logprobs"":[-3.243894577026367]},{""candidate"":""E"",""token_ids"":[36],""token_count"":1,""sequence_logprob"":-1.5563944578170776,""mean_token_logprob"":-1.5563944578170776,""token_logprobs"":[-1.5563944578170776]},{""candidate"":""F"",""token_ids"":[37],""token_count"":1,""sequence_logprob"":-1.8688944578170776,""mean_token_logprob"":-1.8688944578170776,""token_logprobs"":[-1.8688944578170776]},{""candidate"":""A"",""token_ids"":[32],""token_count"":1,""sequence_logprob"":-1.6188944578170776,""mean_token_logprob"":-1.6188944578170776,""token_logprobs"":[-1.6188944578170776]}]",B,false
