event_id,target,target_output,support_k_per_class,support_k_total,method,readout,raw_prediction,candidate_scores_json,prediction,correct
31471,Tsik,Tsik,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.364745140075684,""mean_token_logprob"":-2.788248380025228,""token_logprobs"":[-8.349688529968262,-0.00404314324259758,-0.011013315990567207]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.476049423217773,""mean_token_logprob"":-2.7380247116088867,""token_logprobs"":[-5.474735260009766,-0.0013140147784724832]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.850129127502441,""mean_token_logprob"":-2.4250645637512207,""token_logprobs"":[-4.849735260009766,-0.0003936707798857242]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.829998970031738,""mean_token_logprob"":-2.414999485015869,""token_logprobs"":[-4.599735260009766,-0.23026373982429504]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.10155725479126,""mean_token_logprob"":-2.55077862739563,""token_logprobs"":[-5.099735260009766,-0.0018218838376924396]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.04507342725992203,""mean_token_logprob"":-0.04507342725992203,""token_logprobs"":[-0.04507342725992203]}]",Twitter,false
31828,Seep,Seep,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.704780578613281,""mean_token_logprob"":-2.5682601928710938,""token_logprobs"":[-7.685878276824951,-0.004730343818664551,-0.014171911403536797]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.310708045959473,""mean_token_logprob"":-2.6553540229797363,""token_logprobs"":[-5.308187007904053,-0.002520838286727667]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.558919429779053,""mean_token_logprob"":-2.2794597148895264,""token_logprobs"":[-4.558187007904053,-0.0007325111655518413]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.058426380157471,""mean_token_logprob"":-2.0292131900787354,""token_logprobs"":[-3.808187246322632,-0.2502390444278717]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-4.934069633483887,""mean_token_logprob"":-2.4670348167419434,""token_logprobs"":[-4.933187007904053,-0.0008824745309539139]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.06190072000026703,""mean_token_logprob"":-0.06190072000026703,""token_logprobs"":[-0.06190072000026703]}]",Twitter,false
34756,Phee,Phee,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.083828926086426,""mean_token_logprob"":-3.027942975362142,""token_logprobs"":[-9.05978012084961,-0.005935779307037592,-0.018112733960151672]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.030148506164551,""mean_token_logprob"":-3.0150742530822754,""token_logprobs"":[-6.027936935424805,-0.0022113888990134]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-5.09182071685791,""mean_token_logprob"":-2.545910358428955,""token_logprobs"":[-5.090436935424805,-0.001383896335028112]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.772652626037598,""mean_token_logprob"":-2.386326313018799,""token_logprobs"":[-4.590436935424805,-0.18221549689769745]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-6.030303478240967,""mean_token_logprob"":-3.0151517391204834,""token_logprobs"":[-6.027936935424805,-0.0023667202331125736]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.025918472558259964,""mean_token_logprob"":-0.025918472558259964,""token_logprobs"":[-0.025918472558259964]}]",Twitter,false
36485,Phee,Phee,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.467750549316406,""mean_token_logprob"":-2.8225835164388022,""token_logprobs"":[-8.447019577026367,-0.004781241994351149,-0.015949761494994164]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.724682331085205,""mean_token_logprob"":-2.8623411655426025,""token_logprobs"":[-5.7220683097839355,-0.0026138208340853453]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.911109924316406,""mean_token_logprob"":-2.455554962158203,""token_logprobs"":[-4.9095683097839355,-0.0015413797227665782]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.607004165649414,""mean_token_logprob"":-2.303502082824707,""token_logprobs"":[-4.4095683097839355,-0.1974358856678009]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.661608695983887,""mean_token_logprob"":-2.8308043479919434,""token_logprobs"":[-5.6595683097839355,-0.0020402108784765005]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.034711290150880814,""mean_token_logprob"":-0.034711290150880814,""token_logprobs"":[-0.034711290150880814]}]",Twitter,false
36522,Twitter,Twitter,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-10.10086441040039,""mean_token_logprob"":-3.366954803466797,""token_logprobs"":[-10.080520629882812,-0.005906864069402218,-0.01443691086024046]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.76970100402832,""mean_token_logprob"":-3.38485050201416,""token_logprobs"":[-6.768408298492432,-0.001292585046030581]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-5.4564080238342285,""mean_token_logprob"":-2.7282040119171143,""token_logprobs"":[-5.455908298492432,-0.0004999579978175461]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.2368855476379395,""mean_token_logprob"":-2.6184427738189697,""token_logprobs"":[-5.018408298492432,-0.2184770405292511]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-6.270373821258545,""mean_token_logprob"":-3.1351869106292725,""token_logprobs"":[-6.268408298492432,-0.0019657351076602936]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.017908310517668724,""mean_token_logprob"":-0.017908310517668724,""token_logprobs"":[-0.017908310517668724]}]",Twitter,true
405841,Infant Cry,Infant Cry,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.537261009216309,""mean_token_logprob"":-2.8457536697387695,""token_logprobs"":[-8.511009216308594,-0.00626291474327445,-0.0199886504560709]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.792388439178467,""mean_token_logprob"":-2.8961942195892334,""token_logprobs"":[-5.789186000823975,-0.003202312160283327]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.790816783905029,""mean_token_logprob"":-2.3954083919525146,""token_logprobs"":[-4.789186000823975,-0.0016307639889419079]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.51302433013916,""mean_token_logprob"":-2.25651216506958,""token_logprobs"":[-4.289186000823975,-0.22383834421634674]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.354492664337158,""mean_token_logprob"":-2.677246332168579,""token_logprobs"":[-5.351686000823975,-0.002806655131280422]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.04150630906224251,""mean_token_logprob"":-0.04150630906224251,""token_logprobs"":[-0.04150630906224251]}]",Twitter,false
408631,Phee,Phee,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.191706657409668,""mean_token_logprob"":-2.7305688858032227,""token_logprobs"":[-8.173323631286621,-0.004242586903274059,-0.01413982454687357]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.299978256225586,""mean_token_logprob"":-2.649989128112793,""token_logprobs"":[-5.298916816711426,-0.001061233808286488]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.487215042114258,""mean_token_logprob"":-2.243607521057129,""token_logprobs"":[-4.486416816711426,-0.0007980260998010635]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.298543453216553,""mean_token_logprob"":-2.1492717266082764,""token_logprobs"":[-4.111416816711426,-0.18712668120861053]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.238373756408691,""mean_token_logprob"":-2.6191868782043457,""token_logprobs"":[-5.236416816711426,-0.00195693108253181]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.04806313291192055,""mean_token_logprob"":-0.04806313291192055,""token_logprobs"":[-0.04806313291192055]}]",Twitter,false
50919,Tsik,Tsik,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.636960983276367,""mean_token_logprob"":-2.8789869944254556,""token_logprobs"":[-8.609457969665527,-0.00659740436822176,-0.0209052711725235]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.851500511169434,""mean_token_logprob"":-2.925750255584717,""token_logprobs"":[-5.849539756774902,-0.0019606193527579308]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.78767204284668,""mean_token_logprob"":-2.39383602142334,""token_logprobs"":[-4.787039756774902,-0.0006324436399154365]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.573952674865723,""mean_token_logprob"":-2.2869763374328613,""token_logprobs"":[-4.349539756774902,-0.22441275417804718]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.601700782775879,""mean_token_logprob"":-2.8008503913879395,""token_logprobs"":[-5.599539756774902,-0.0021611922420561314]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.039628542959690094,""mean_token_logprob"":-0.039628542959690094,""token_logprobs"":[-0.039628542959690094]}]",Twitter,false
51436,Trill,Trill,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.769651412963867,""mean_token_logprob"":-3.2565504709879556,""token_logprobs"":[-9.7457275390625,-0.008680940605700016,-0.015242287889122963]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-6.342545986175537,""mean_token_logprob"":-3.1712729930877686,""token_logprobs"":[-6.340278625488281,-0.0022671727929264307]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-5.1540021896362305,""mean_token_logprob"":-2.5770010948181152,""token_logprobs"":[-5.152778625488281,-0.0012237686896696687]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.816096305847168,""mean_token_logprob"":-2.408048152923584,""token_logprobs"":[-4.590278625488281,-0.22581760585308075]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.8428168296813965,""mean_token_logprob"":-2.9214084148406982,""token_logprobs"":[-5.840278625488281,-0.002538080094382167]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.024583259597420692,""mean_token_logprob"":-0.024583259597420692,""token_logprobs"":[-0.024583259597420692]}]",Twitter,false
517703,Trill,Trill,8,48,audio_icl_candidate,candidate,,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.060511589050293,""mean_token_logprob"":-2.6868371963500977,""token_logprobs"":[-8.042153358459473,-0.005692698527127504,-0.012666136026382446]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-5.790398597717285,""mean_token_logprob"":-2.8951992988586426,""token_logprobs"":[-5.787477016448975,-0.002921363105997443]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-4.66318416595459,""mean_token_logprob"":-2.331592082977295,""token_logprobs"":[-4.662477016448975,-0.0007073761080391705]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.601521015167236,""mean_token_logprob"":-2.300760507583618,""token_logprobs"":[-4.349977016448975,-0.25154396891593933]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-5.664732933044434,""mean_token_logprob"":-2.832366466522217,""token_logprobs"":[-5.662477016448975,-0.0022559924982488155]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.03687385842204094,""mean_token_logprob"":-0.03687385842204094,""token_logprobs"":[-0.03687385842204094]}]",Twitter,false
