event_id,recording_id,target,condition,support_k,method,eta,rank,feature_layer,raw_prediction,prediction,correct
108998,2022_2_4,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
108998,2022_2_4,Phee,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
110359,2022_2_4,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
110359,2022_2_4,Tsik,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
110581,2022_2_4,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
110581,2022_2_4,Tsik,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,false
122742,2022_2_6,Tsik,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,true
122742,2022_2_6,Tsik,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,true
131555,2022_2_6,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
131555,2022_2_6,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
173793,2022_3_2,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
173793,2022_3_2,Seep,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
174653,2022_3_2,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
174653,2022_3_2,Twitter,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,true
211769,2019_12_0,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
211769,2019_12_0,Twitter,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
211832,2019_12_0,Seep,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
211832,2019_12_0,Seep,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
211839,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
211839,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
213327,2019_12_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
213327,2019_12_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Seep,Seep,false
223069,2019_12_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
223069,2019_12_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223077,2019_12_0,Infant Cry,lp_0-1000,20,fixed_mean,300.0,4,0,Tsik,Tsik,false
223077,2019_12_0,Infant Cry,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223107,2019_12_0,Phee,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223107,2019_12_0,Phee,lp_0-1000,20,conditional,300.0,4,0,Phee,Phee,true
223123,2019_12_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
223123,2019_12_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Tsik,Tsik,false
223144,2019_12_0,Trill,lp_0-1000,20,fixed_mean,300.0,4,0,Twitter,Twitter,false
223144,2019_12_0,Trill,lp_0-1000,20,conditional,300.0,4,0,Twitter,Twitter,false
223149,2019_12_0,Twitter,lp_0-1000,20,fixed_mean,300.0,4,0,Phee,Phee,false
